name,FNN,Same,Sub,target,CO_energy,H_energy,OH_energy
5d83020c30582ea2977a0e3e,{'In': 4},"{'Fe': 9, 'In': 8}",{'In': 4},0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
5d83020c30582ea2977a0e3e,{'Fe': 4},"{'In': 9, 'Fe': 8}",{'Fe': 4},0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
5d83020c30582ea2977a0e42,"{'Fe': 1, 'In': 1}","{'Fe': 7, 'In': 1}","{'Fe': 4, 'In': 1}",0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
5d83020c30582ea2977a0e42,"{'In': 1, 'Fe': 1}","{'In': 7, 'Fe': 1}","{'In': 4, 'Fe': 1}",0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
5d83020c30582ea2977a0e4c,{'Fe': 1},{'In': 2},{'In': 2},0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
5d83020c30582ea2977a0e4c,{'In': 1},{'Fe': 2},{'Fe': 2},0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
5d83020c30582ea2977a0e81,{'In': 1},"{'Fe': 2, 'In': 4}","{'Fe': 1, 'In': 2}",0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
5d83020c30582ea2977a0e81,{'Fe': 1},"{'In': 2, 'Fe': 4}","{'In': 1, 'Fe': 2}",0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
5d83020c30582ea2977a0e88,{'Fe': 1},{'In': 6},"{'Fe': 1, 'In': 2}",0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
5d83020c30582ea2977a0e88,{'In': 1},{'Fe': 6},"{'In': 1, 'Fe': 2}",0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
5d83020c30582ea2977a0e8d,{'In': 2},"{'Fe': 3, 'In': 5}","{'Fe': 1, 'In': 4}",0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
5d83020c30582ea2977a0e8d,{'Fe': 2},"{'In': 3, 'Fe': 5}","{'In': 1, 'Fe': 4}",0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
5d83020c30582ea2977a0eab,{'In': 1},"{'Fe': 2, 'In': 2}","{'Fe': 1, 'In': 3}",0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
5d83020c30582ea2977a0eab,{'Fe': 1},"{'In': 2, 'Fe': 2}","{'In': 1, 'Fe': 3}",0.0,-0.7462728199999923,0.1736913850000029,0.3195200150000483
